Id,Rank,Mark,Wind,URI_Name,Competitor,DOB,Nat,Pos,Venue,City,Country,Date,Result_Score,Event,Sex
7826,656,23.12,1.1,Antoinette_Van_Der_Merwe,Antoinette Van Der Merwe,2001-01-27,RSA,2f1,UCF Soccer and Track Complex, Orlando,USA,2024-03-22,1122,200_metres,female
7827,656,23.12,-1.8,Camryn_Dickson,Camryn Dickson,2004-06-19,USA,6f2,Percy Beard Track, Gainesville,USA,2024-04-12,1132,200_metres,female
7828,656,23.12,1.0,Ackera_Nugent,Ackera Nugent,2002-04-29,JAM,1f2,John McDonnell Field, Fayetteville,USA,2024-05-03,1122,200_metres,female
7829,656,23.12,1.3,Jodie_Williams,Jodie Williams,1993-09-28,GBR,3f1,National Training Center, Clermont,USA,2024-05-11,1122,200_metres,female
7830,656,23.12,-0.8,Julia_Henriksson,Julia Henriksson,2000-07-11,SWE,1f4,Konstantinos Baglatzis Municipal Stadium,Vari,GRE,2024-05-15,1126,200_metres,female
7831,656,23.12,0.8,Chante_Clinkscale,Chante Clinkscale,,USA,3h5,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-23,1122,200_metres,female
7832,656,23.12,1.8,Caisja_Chandler,Caisja Chandler,2000-06-18,USA,6,National Stadium,Kingston,JAM,2024-06-01,1122,200_metres,female
7833,656,23.12,-3.1,Candace_Hill,Candace Hill,1999-02-11,USA,5,Icahn Stadium, New York,USA,2024-06-09,1140,200_metres,female
7834,656,23.12,-0.1,Irene_Siragusa,Irene Siragusa,1993-06-23,ITA,3h3,Stadio Olimpico,Roma,ITA,2024-06-10,1122,200_metres,female
7835,656,23.12,0.1,Cambrea_Sturgis,Cambrea Sturgis,1999-03-27,USA,7h4,Hayward Field, Eugene,USA,2024-06-27,1122,200_metres,female
7836,656,23.12,0.6,Madison_Whyte,Madison Whyte,2004-10-17,USA,7sf2,Hayward Field, Eugene,USA,2024-06-28,1122,200_metres,female
7837,656,23.12,-0.9,Jessica-bianca_Wessolly,Jessica-bianca Wessolly,1996-12-11,GER,3f1,Wieslaw Maniak Municipal Athletic Stadium,Szczecin,POL,2024-08-28,1127,200_metres,female
7838,670,23.13,,Dennisha_Page,Dennisha Page,,USA,3f1,Clemson Indoor Track & Field Complex, Clemson,i,2024-02-10,1165,200_metres,female
7839,670,23.13,,Camryn_Dickson,Camryn Dickson,2004-06-19,USA,3f2,Clemson Indoor Track & Field Complex, Clemson,i,2024-02-10,1165,200_metres,female
7840,670,23.13,,Paula_Sevilla,Paula Sevilla,1997-06-28,ESP,1sf1,Pistas Expourense,Ourense,i,2024-02-17,1165,200_metres,female
7841,670,23.13,-2.6,Gina_Mariam_Bass_Bittaye,Gina Mariam Bass Bittaye,1995-05-03,GAM,1,University of Ghana Sports Stadium,Accra,GHA,2024-03-22,1136,200_metres,female
7842,670,23.13,-0.2,Te'anna_Harlin,Te'anna Harlin,,USA,1f6,Cushing Stadium, College Station,USA,2024-03-23,1122,200_metres,female
7843,670,23.13,1.2,Gabriela_Anahi_Suarez,Gabriela Anahi Suarez,2001-02-02,ECU,3,La Vicentina,Quito,ECU,2024-04-07,1121,200_metres,female
7844,670,23.13,1.8,Jodie_Williams,Jodie Williams,1993-09-28,GBR,1f2,Percy Beard Track, Gainesville,USA,2024-04-12,1121,200_metres,female
7845,670,23.13,0.2,Tamara_Clark,Tamara Clark,1999-01-09,USA,4,Suzhou Olympic Sports Centre,Suzhou,CHN,2024-04-27,1121,200_metres,female
7846,670,23.13,1.3,Yanique_Dayle,Yanique Dayle,1998-12-31,JAM,4f1,National Training Center, Clermont,USA,2024-05-11,1121,200_metres,female
7847,670,23.13,1.0,Nora_Lindahl,Nora Lindahl,2004-09-10,SWE,1f2,Ethnikou Stadiou,Kalamata,GRE,2024-05-12,1121,200_metres,female
7848,670,23.13,2.0,Imke_Vervaet,Imke Vervaet,1993-04-11,BEL,3,Centro Sportivo Fontanassa,Savona,ITA,2024-05-15,1121,200_metres,female
7849,670,23.13,0.2,Helene_Parisot,Helene Parisot,1992-12-17,FRA,2f1,Boudewijnstadion,Bruxelles,BEL,2024-05-26,1121,200_metres,female
7850,670,23.13,0.7,Success_Eduan,Success Eduan,2004-09-27,GBR,1f2,Boudewijnstadion,Bruxelles,BEL,2024-05-26,1121,200_metres,female
7851,670,23.13,-0.2,Maboundou_Kone,Maboundou Kone,1997-05-16,CIV,7,Bislett Stadion,Oslo,NOR,2024-05-30,1122,200_metres,female
7852,670,23.13,-0.2,Tasa_Jiya,Tasa Jiya,1997-09-16,NED,8,Bislett Stadion,Oslo,NOR,2024-05-30,1122,200_metres,female
7853,670,23.13,1.1,Kynnedy_Flannel,Kynnedy Flannel,2000-07-12,USA,3,Edwin Moses Track, Atlanta,USA,2024-05-31,1121,200_metres,female
7854,670,23.13,0.2,Finette_Agyapong,Finette Agyapong,1997-02-01,GBR,1,Stadion Juliska,Praha,CZE,2024-06-03,1121,200_metres,female
7855,670,23.13,-3.1,Ashanti_Moore,Ashanti Moore,2000-11-07,JAM,6,Icahn Stadium, New York,USA,2024-06-09,1139,200_metres,female
7856,670,23.13,1.3,Adaejah_Hodge,Adaejah Hodge,2006-03-21,IVB,1h6,Franklin Field, Philadelphia,USA,2024-06-15,1121,200_metres,female
7857,670,23.13,-1.7,Tasa_Jiya,Tasa Jiya,1997-09-16,NED,3,Centre sportif Bout-du-Monde,Geneve,SUI,2024-06-22,1131,200_metres,female
7858,670,23.13,0.6,Kenondra_Davis,Kenondra Davis,2003-02-15,USA,8sf2,Hayward Field, Eugene,USA,2024-06-28,1121,200_metres,female
7859,670,23.13,1.6,Natasha_Morrison,Natasha Morrison,1992-11-17,JAM,7,National Stadium,Kingston,JAM,2024-06-30,1121,200_metres,female
7860,692,23.14,,Madison_Whyte,Madison Whyte,2004-10-17,USA,8,Randal Tyson Indoor Center, Fayetteville,i,2024-01-26,1164,200_metres,female
7861,692,23.14,1.4,Kendall_Ellis,Kendall Ellis,1996-03-08,USA,1f1,USC Cromwell Field at Loker Track Stadium, Los Angeles,USA,2024-03-23,1120,200_metres,female
7862,692,23.14,1.4,Bianca_Williams,Bianca Williams,1993-12-18,GBR,5f1,Percy Beard Track, Gainesville,USA,2024-04-12,1120,200_metres,female
7863,692,23.14,0.3,Celeste_Robinson,Celeste Robinson,,USA,3,Mike A. Myers Stadium, Austin,USA,2024-05-05,1120,200_metres,female
7864,692,23.14,2.0,Ama_Pipi,Ama Pipi,1995-11-26,GBR,4,Centro Sportivo Fontanassa,Savona,ITA,2024-05-15,1120,200_metres,female
7865,692,23.14,0.1,Anna_Bongiorni,Anna Bongiorni,1993-09-15,ITA,2f2,Tsirio Stadium,Limassol,CYP,2024-05-17,1120,200_metres,female
7866,692,23.14,-1.0,Mujinga_Kambundji,Mujinga Kambundji,1992-06-17,SUI,5,Le Grand Stade,Marrakech,MAR,2024-05-19,1126,200_metres,female
7867,692,23.14,1.5,Nora_Lindahl,Nora Lindahl,2004-09-10,SWE,1f2,Elena Venizelou National Stadium,Chania,GRE,2024-05-19,1120,200_metres,female
7868,692,23.14,-1.7,Torrie_Lewis,Torrie Lewis,2005-01-08,AUS,1,HFC Bank Stadium,Suva,FIJ,2024-06-07,1130,200_metres,female
7869,692,23.14,-0.1,Martyna_Kotwiła,Martyna Kotwiła,1999-01-13,POL,4h3,Stadio Olimpico,Roma,ITA,2024-06-10,1120,200_metres,female
7870,692,23.14,0.0,Zoe_Sherar,Zoe Sherar,1999-11-07,CAN,1,Swangard Stadium,Burnaby,CAN,2024-06-15,1120,200_metres,female
7871,692,23.14,0.3,Precious_Nzeakor,Precious Nzeakor,2005-08-17,NGR,1,Samuel Ogbemudia Stadium,Benin City,NGR,2024-06-18,1120,200_metres,female
7872,692,23.14,0.7,Krystsina_Tsimanouskaya,Krystsina Tsimanouskaya,1996-11-19,POL,2,Zdzisław Krzyszkowiak Stadium,Bydgoszcz,POL,2024-06-28,1120,200_metres,female
7873,692,23.14,-0.3,Femke_Bol,Femke Bol,2000-02-23,NED,1sf3,FBK Stadium,Hengelo,NED,2024-06-29,1121,200_metres,female
7874,692,23.14,-0.6,Torrie_Lewis,Torrie Lewis,2005-01-08,AUS,1sf3,Estadio Atletico de la VIDENA,Lima,PER,2024-08-29,1123,200_metres,female
7875,692,23.14,0.4,Amy_Hunt,Amy Hunt,2002-05-15,GBR,8,Stadio Olimpico,Roma,ITA,2024-08-30,1120,200_metres,female
7876,708,23.15,,Jassani_Carter,Jassani Carter,2003-11-04,USA,1f6,"R.A. ""Murray"" Fasken Indoor Track Stadium", College Station,i,2024-01-20,1163,200_metres,female
7877,708,23.15,,Hannah_Douglas,Hannah Douglas,,USA,2f3,Clemson Indoor Track & Field Complex, Clemson,i,2024-02-10,1163,200_metres,female
7878,708,23.15,,Julia_Henriksson,Julia Henriksson,2000-07-11,SWE,1h3,Eva Lisa Holtz Arena,Karlstad,i,2024-02-17,1163,200_metres,female
7879,708,23.15,,Rebekka_Haase,Rebekka Haase,1993-01-02,GER,1,Quarterback Immobilien Arena,Leipzig,i,2024-02-18,1163,200_metres,female
7880,708,23.15,,Thelma_Davies,Thelma Davies,2000-05-08,USA,3h3,The Track at New Balance, Boston,i,2024-03-08,1163,200_metres,female
7881,708,23.15,0.9,Christine_Mallard,Christine Mallard,2004-05-12,USA,4f1,Percy Beard Track, Gainesville,USA,2024-03-29,1119,200_metres,female
7882,708,23.15,2.0,Gabrielle_Matthews,Gabrielle Matthews,2002-10-14,JAM,1f4,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-03-29,1119,200_metres,female
7883,708,23.15,1.8,Beyonce_Defreitas,Beyonce Defreitas,2001-03-09,IVB,2f2,Percy Beard Track, Gainesville,USA,2024-04-12,1119,200_metres,female
7884,708,23.15,0.6,Mia_Gross,Mia Gross,2001-04-18,AUS,1,Prefectural Shizuoka Stadium,Fukuroi,JPN,2024-05-03,1119,200_metres,female
7885,708,23.15,0.7,Jessica_Mcdowell,Jessica Mcdowell,2001-02-22,USA,2,Demirjian Park, Champaign,USA,2024-05-04,1119,200_metres,female
7886,708,23.15,1.6,Sariyah_Copeland,Sariyah Copeland,,USA,1f1,Cougar Athletic Stadium, Azusa,USA,2024-05-11,1119,200_metres,female
7887,708,23.15,-0.4,Elisa_Valensin,Elisa Valensin,2007-01-01,ITA,2,Stadio dei Marmi,Roma,ITA,2024-05-18,1121,200_metres,female
7888,708,23.15,-0.4,Jessica-bianca_Wessolly,Jessica-bianca Wessolly,1996-12-11,GER,1f1,Michael-Hoffmann-Stadion,Mannheim,GER,2024-05-20,1121,200_metres,female
7889,708,23.15,-0.2,Yanina_Lutsenka,Yanina Lutsenka,2000-04-02,BLR,1,Dinamo National Olympic Stadium,Minsk,BLR,2024-06-29,1120,200_metres,female
7890,708,23.15,-0.7,Success_Eduan,Success Eduan,2004-09-27,GBR,5,Manchester Regional Arena,Manchester,GBR,2024-06-30,1123,200_metres,female
7891,708,23.15,0.6,Boglárka_Takács,Boglárka Takács,2001-08-28,HUN,5,Bregyó Athletic Center,Szekesfehervár,HUN,2024-07-09,1119,200_metres,female
7892,708,23.15,-0.6,Renee_Regis,Renee Regis,2005-09-02,GBR,1,Alexander Stadium,Birmingham,GBR,2024-07-21,1122,200_metres,female
7893,725,23.16,,Julia_Henriksson,Julia Henriksson,2000-07-11,SWE,1f1,Telekonsult Arena,Växjö,i,2024-01-19,1162,200_metres,female
7894,725,23.16,,Brianna_Lyston,Brianna Lyston,2004-05-24,JAM,3f3,Convention Center, Albuquerque,i,2024-02-02,1162,200_metres,female
7895,725,23.16,,Dajaz_Defrand,Dajaz Defrand,2003-10-16,USA,1f2,The Track at New Balance, Boston,i,2024-02-24,1162,200_metres,female
7896,725,23.16,0.6,Mia_Gross,Mia Gross,2001-04-18,AUS,1f1,SOPAC,Sydney,AUS,2024-03-17,1118,200_metres,female
7897,725,23.16,-0.3,Shanoya_Mikalia_Douglas,Shanoya Mikalia Douglas,2007-09-11,JAM,1h1,Kirani James Athletic Stadium,St. George's,GRN,2024-03-31,1119,200_metres,female
7898,725,23.16,1.8,Ackera_Nugent,Ackera Nugent,2002-04-29,JAM,1f4,Percy Beard Track, Gainesville,USA,2024-04-12,1118,200_metres,female
7899,725,23.16,0.6,Fatouma_Conde,Fatouma Conde,,USA,1h2,University of Michigan Outdoor Track Stadium, Ann Arbor,USA,2024-05-10,1118,200_metres,female
7900,725,23.16,1.5,Makenzy_Pierre-webster,Makenzy Pierre-webster,2001-04-05,CAN,3,Geroge C. Griffin Track, Atlanta,USA,2024-05-11,1118,200_metres,female
7901,725,23.16,0.9,Mckenna_Watson,Mckenna Watson,,USA,5,Potts Field, Boulder,USA,2024-05-12,1118,200_metres,female
7902,725,23.16,1.2,Victory_Godah,Victory Godah,2002-12-09,NGR,3,University of Michigan Outdoor Track Stadium, Ann Arbor,USA,2024-05-12,1118,200_metres,female
7903,725,23.16,1.2,Odell_Frye,Odell Frye,,USA,4,University of Michigan Outdoor Track Stadium, Ann Arbor,USA,2024-05-12,1118,200_metres,female
7904,725,23.16,-0.4,Alice_Mangione,Alice Mangione,1997-01-19,ITA,3,Stadio dei Marmi,Roma,ITA,2024-05-18,1120,200_metres,female
7905,725,23.16,-0.8,Mary_Boakye,Mary Boakye,2000-08-13,GHA,1h2,University of Ghana Sports Stadium,Accra,GHA,2024-06-05,1122,200_metres,female
7906,725,23.16,-0.8,Olayinka_Olajide,Olayinka Olajide,2002-10-28,NGR,2h2,University of Ghana Sports Stadium,Accra,GHA,2024-06-05,1122,200_metres,female
7907,725,23.16,0.8,Beyonce_Defreitas,Beyonce Defreitas,2001-03-09,IVB,2,A.O Shirley Grounds,Tortola,IVB,2024-06-22,1118,200_metres,female
7908,725,23.16,0.4,Skyler_Franklin,Skyler Franklin,2007-07-24,USA,2,National Stadium,Kingston,JAM,2024-06-30,1118,200_metres,female
7909,725,23.16,0.8,Arisa_Kimishima,Arisa Kimishima,1995-12-23,JPN,1,Denka Big Swan Stadium,Niigata,JPN,2024-06-30,1118,200_metres,female
7910,725,23.16,0.2,Boglárka_Takács,Boglárka Takács,2001-08-28,HUN,6h5,Stade de France,Paris,FRA,2024-08-04,1118,200_metres,female
7911,743,23.17,,Rosey_Effiong,Rosey Effiong,2001-05-08,USA,1f13,Randal Tyson Indoor Center, Fayetteville,i,2024-01-12,1161,200_metres,female
7912,743,23.17,,Hannah_Waller,Hannah Waller,2001-12-19,USA,2,Convention Center, Albuquerque,i,2024-02-24,1161,200_metres,female
7913,743,23.17,0.2,Tamari_Davis,Tamari Davis,2003-02-15,USA,1f1,UMiami Cobb Stadium, Coral Gables,USA,2024-03-16,1117,200_metres,female
7914,743,23.17,1.1,Aleksandra_Stoilova,Aleksandra Stoilova,2005-04-20,AUS,3f1,UCF Soccer and Track Complex, Orlando,USA,2024-03-22,1117,200_metres,female
7915,743,23.17,0.9,Gabriela_Anahi_Suarez,Gabriela Anahi Suarez,2001-02-02,ECU,1h1,Pista de Atletismo da Universidade Federal do Mato Grosso,Cuiaba,BRA,2024-05-11,1117,200_metres,female
7916,743,23.17,1.1,Halle_Bieber,Halle Bieber,2000-12-21,USA,3h4,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-23,1117,200_metres,female
7917,743,23.17,0.8,Melicia_Mouzzon,Melicia Mouzzon,2001-01-30,USA,4h5,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-23,1117,200_metres,female
7918,743,23.17,1.9,Marie-eloise_Leclair,Marie-eloise Leclair,2002-09-10,CAN,5,Emporia St. Francis G. Welch Stadium, Emporia,USA,2024-05-25,1117,200_metres,female
7919,743,23.17,1.2,María_Ignacia_Montt,María Ignacia Montt,1996-02-23,CHI,2,Estadio de Atletismo - Unidad Deportiva el Salitre,Bogotá,COL,2024-05-25,1117,200_metres,female
7920,743,23.17,-3.1,Kennedy_Blackmon,Kennedy Blackmon,1999-10-02,USA,7,Icahn Stadium, New York,USA,2024-06-09,1135,200_metres,female
7921,743,23.17,0.2,Leonie_Pointet,Leonie Pointet,2001-02-17,SUI,5sf2,Stadio Olimpico,Roma,ITA,2024-06-10,1117,200_metres,female
7922,743,23.17,0.2,Irene_Siragusa,Irene Siragusa,1993-06-23,ITA,6sf2,Stadio Olimpico,Roma,ITA,2024-06-10,1117,200_metres,female
7923,743,23.17,1.5,Rachael_Uvieghara,Rachael Uvieghara,,USA,2,Hayward Field, Eugene,USA,2024-06-15,1117,200_metres,female
7924,743,23.17,0.3,Olayinka_Olajide,Olayinka Olajide,2002-10-28,NGR,2,Samuel Ogbemudia Stadium,Benin City,NGR,2024-06-18,1117,200_metres,female
7925,743,23.17,1.8,Adriana_Tatum,Adriana Tatum,2002-11-02,USA,7sf1,Hayward Field, Eugene,USA,2024-06-28,1117,200_metres,female
7926,743,23.17,1.8,Emma_Van_Camp,Emma Van Camp,2004-10-11,SUI,1h1,Stadion Deutweg,Winterthur,SUI,2024-06-29,1117,200_metres,female
7927,743,23.17,1.3,Helene_Parisot,Helene Parisot,1992-12-17,FRA,1h2,Stade Josette et Roger Mikulak,Angers,FRA,2024-06-30,1117,200_metres,female
7928,743,23.17,0.1,Nora_Lindahl,Nora Lindahl,2004-09-10,SWE,2,Rimnersvallen,Uddevalla,SWE,2024-06-30,1117,200_metres,female
7929,743,23.17,-0.3,Esperanca_Cladera,Esperanca Cladera,2002-05-14,ESP,4,Estadi Olímpic Camilo Cano,La Nucia,ESP,2024-06-30,1118,200_metres,female
7930,743,23.17,0.7,Zaynab_Dosso,Zaynab Dosso,1999-09-12,ITA,2,Campo Montagna,La Spezia,ITA,2024-06-30,1117,200_metres,female
7931,743,23.17,-1.4,Polyniki_Emmanouilidou,Polyniki Emmanouilidou,2003-06-30,GRE,1f2,Panthessaliko Stadium,Volos,GRE,2024-06-30,1125,200_metres,female
7932,743,23.17,-0.2,Talitha_Diggs,Talitha Diggs,2002-08-22,USA,1f1,Stadion Allmend,Luzern,SUI,2024-07-16,1118,200_metres,female
7933,743,23.17,0.0,Veronica_Shanti_Pereira,Veronica Shanti Pereira,1996-09-20,SGP,1f1,Stedelijke Atletiekpiste,Ninove,BEL,2024-07-20,1117,200_metres,female
7934,743,23.17,0.0,Jael_Bestue,Jael Bestue,2000-09-24,ESP,4h4,Stade de France,Paris,FRA,2024-08-04,1117,200_metres,female
7935,743,23.17,-0.8,Natalya_Kombarova,Natalya Kombarova,2001-09-24,RUS,2,Kalininets Stadium,Yekaterinburg,RUS,2024-08-18,1121,200_metres,female
7936,743,23.17,-0.9,Jodean_Williams,Jodean Williams,1993-11-11,JAM,4f1,Wieslaw Maniak Municipal Athletic Stadium,Szczecin,POL,2024-08-28,1122,200_metres,female
7937,769,23.18,,Niesha_Burgher,Niesha Burgher,2002-08-08,JAM,2f1,Convention Center, Albuquerque,i,2024-01-26,1160,200_metres,female
7938,769,23.18,,Kaila_Jackson,Kaila Jackson,2004-06-30,USA,1f5,Clemson Indoor Track & Field Complex, Clemson,i,2024-02-10,1160,200_metres,female
7939,769,23.18,,Rosey_Effiong,Rosey Effiong,2001-05-08,USA,1f16,Randal Tyson Indoor Center, Fayetteville,i,2024-02-10,1160,200_metres,female
7940,769,23.18,,Dajaz_Defrand,Dajaz Defrand,2003-10-16,USA,1h5,The Track at New Balance, Boston,i,2024-02-22,1160,200_metres,female
7941,769,23.18,1.8,Viwe_Jingqi,Viwe Jingqi,2005-02-17,RSA,1,McArthur Stadium,Potchefstroom,RSA,2024-03-02,1116,200_metres,female
7942,769,23.18,,Nickisha_Pryce,Nickisha Pryce,2001-03-07,JAM,4f2,The Track at New Balance, Boston,i,2024-03-09,1160,200_metres,female
7943,769,23.18,-2.6,Olayinka_Olajide,Olayinka Olajide,2002-10-28,NGR,2,University of Ghana Sports Stadium,Accra,GHA,2024-03-22,1131,200_metres,female
7944,769,23.18,0.5,Sole_Frederick,Sole Frederick,2006-01-03,TTO,1h3,Kirani James Athletic Stadium,St. George's,GRN,2024-03-31,1116,200_metres,female
7945,769,23.18,1.6,Gina_Luckenkemper,Gina Luckenkemper,1996-11-21,GER,3f1,National Training Center, Clermont,USA,2024-04-20,1116,200_metres,female
7946,769,23.18,1.3,Isabella_Whittaker,Isabella Whittaker,2002-02-15,USA,1,Weaver Stadium, Princeton,USA,2024-05-05,1116,200_metres,female
7947,769,23.18,2.0,Marije_Van_Hunenstijn,Marije Van Hunenstijn,1995-03-02,NED,5,Centro Sportivo Fontanassa,Savona,ITA,2024-05-15,1116,200_metres,female
7948,769,23.18,0.9,Sarah_Akpan,Sarah Akpan,,USA,3h1,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-23,1116,200_metres,female
7949,769,23.18,0.3,Kailei_Collins,Kailei Collins,2001-07-11,USA,2h2,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-23,1116,200_metres,female
7950,769,23.18,1.7,Magdaline_George,Magdaline George,2000-12-25,NGR,4pr3,John McDonnell Field, Fayetteville,USA,2024-05-23,1116,200_metres,female
7951,769,23.18,0.2,Gabriela_Anahi_Suarez,Gabriela Anahi Suarez,2001-02-02,ECU,2,Stadion Juliska,Praha,CZE,2024-06-03,1116,200_metres,female
7952,769,23.18,0.7,Lorene_Dorcas_Bazolo,Lorene Dorcas Bazolo,1983-05-04,POR,2h2,Stadio Olimpico,Roma,ITA,2024-06-10,1116,200_metres,female
7953,769,23.18,0.4,Polina_Tkalich,Polina Tkalich,2000-06-09,RUS,1h1,Olympic Stadium,Cheboksary,RUS,2024-06-22,1116,200_metres,female
7954,769,23.18,-2.0,Jael_Bestue,Jael Bestue,2000-09-24,ESP,1sf1,Estadi Olímpic Camilo Cano,La Nucia,ESP,2024-06-30,1128,200_metres,female
7955,769,23.18,-1.0,Jessica-bianca_Wessolly,Jessica-bianca Wessolly,1996-12-11,GER,1,Eintracht-Stadion,Braunschweig,GER,2024-06-30,1122,200_metres,female
7956,769,23.18,0.0,Nicole_Caicedo,Nicole Caicedo,2000-09-02,ECU,4h3,Stade de France,Paris,FRA,2024-08-04,1116,200_metres,female
7957,769,23.18,0.2,Polyniki_Emmanouilidou,Polyniki Emmanouilidou,2003-06-30,GRE,8sf2,Stade de France,Paris,FRA,2024-08-05,1116,200_metres,female
7958,769,23.18,-0.6,Adaejah_Hodge,Adaejah Hodge,2006-03-21,IVB,1sf2,Estadio Atletico de la VIDENA,Lima,PER,2024-08-29,1119,200_metres,female
7959,791,23.19,,Jassani_Carter,Jassani Carter,2003-11-04,USA,1f9,Randal Tyson Indoor Center, Fayetteville,i,2024-02-16,1159,200_metres,female
7960,791,23.19,,Success_Umukoro,Success Umukoro,2001-01-09,NGR,1h1,Sports Performance Center, Lubbock,i,2024-02-23,1159,200_metres,female
7961,791,23.19,-0.4,Lina_Nielsen,Lina Nielsen,1996-03-13,GBR,1f1,UJ Stadium,Johannesburg,RSA,2024-03-27,1117,200_metres,female
7962,791,23.19,-0.8,Kendall_Ellis,Kendall Ellis,1996-03-08,USA,2f2,Hilmer Lodge Stadium, Walnut,USA,2024-04-20,1119,200_metres,female
7963,791,23.19,1.1,Kiah_Williams,Kiah Williams,2002-06-28,USA,1h2,Clyde Hart Track & Field Stadium, Waco,USA,2024-05-09,1115,200_metres,female
7964,791,23.19,-1.0,Aniyah_Bigam,Aniyah Bigam,,USA,3h2,Percy Beard Track, Gainesville,USA,2024-05-09,1121,200_metres,female
7965,791,23.19,-1.5,Christine_Mallard,Christine Mallard,2004-05-12,USA,1h5,Potts Field, Boulder,USA,2024-05-10,1124,200_metres,female
7966,791,23.19,1.0,Jodean_Williams,Jodean Williams,1993-11-11,JAM,5,National Stadium,Kingston,JAM,2024-05-11,1115,200_metres,female
7967,791,23.19,0.9,Lorene_Dorcas_Bazolo,Lorene Dorcas Bazolo,1983-05-04,POR,2h1,Pista de Atletismo da Universidade Federal do Mato Grosso,Cuiaba,BRA,2024-05-11,1115,200_metres,female
7968,791,23.19,-1.0,Naj_Watson,Naj Watson,2004-02-24,USA,1,UL Monroe Brown Stadium, Monroe,USA,2024-05-11,1121,200_metres,female
7969,791,23.19,1.7,Gorete_Semedo,Gorete Semedo,1996-10-05,STP,1f1,Estadio Universitario,Lisboa,POR,2024-05-18,1115,200_metres,female
7970,791,23.19,0.2,Imke_Vervaet,Imke Vervaet,1993-04-11,BEL,3f1,Boudewijnstadion,Bruxelles,BEL,2024-05-26,1115,200_metres,female
7971,791,23.19,0.7,Marije_Van_Hunenstijn,Marije Van Hunenstijn,1995-03-02,NED,2f2,Boudewijnstadion,Bruxelles,BEL,2024-05-26,1115,200_metres,female
7972,791,23.19,0.7,Kristina_Marie_Knott,Kristina Marie Knott,1995-09-25,PHI,1f3,Boudewijnstadion,Bruxelles,BEL,2024-05-26,1115,200_metres,female
7973,791,23.19,-1.2,Yujie_Chen,Yujie Chen,2008-12-29,CHN,1f1,Olympic Sports Center,Chongqing,CHN,2024-05-29,1122,200_metres,female
7974,791,23.19,1.2,Alexe_Deau,Alexe Deau,2004-09-04,FRA,1f1,Stade L. Lagrange,Bonneuil-sur-Marne,FRA,2024-06-05,1115,200_metres,female
7975,791,23.19,0.1,Paula_Sevilla,Paula Sevilla,1997-06-28,ESP,5sf3,Stadio Olimpico,Roma,ITA,2024-06-10,1115,200_metres,female
7976,791,23.19,-0.9,Natasha_Morrison,Natasha Morrison,1992-11-17,JAM,4h1,National Stadium,Kingston,JAM,2024-06-29,1120,200_metres,female
7977,791,23.19,-2.0,Ashanti_Moore,Ashanti Moore,2000-11-07,JAM,2h2,National Stadium,Kingston,JAM,2024-06-29,1127,200_metres,female
7978,791,23.19,-1.0,Marije_Van_Hunenstijn,Marije Van Hunenstijn,1995-03-02,NED,1sf1,FBK Stadium,Hengelo,NED,2024-06-29,1121,200_metres,female
7979,791,23.19,0.7,Elisa_Valensin,Elisa Valensin,2007-01-01,ITA,3,Campo Montagna,La Spezia,ITA,2024-06-30,1115,200_metres,female
7980,791,23.19,0.7,Irene_Siragusa,Irene Siragusa,1993-06-23,ITA,4,Campo Montagna,La Spezia,ITA,2024-06-30,1115,200_metres,female
7981,791,23.19,0.3,Chane_Vermeulen,Chane Vermeulen,2006-05-19,RSA,1,Morton Stadium, Santry,IRL,2024-07-12,1115,200_metres,female
7982,791,23.19,0.4,Lauren_Rain_James,Lauren Rain James,1999-07-25,USA,1,Kimpisen yleisurheilukenttä,Lappeenranta,FIN,2024-07-17,1115,200_metres,female
7983,791,23.19,-0.6,Kissiwaa_Mensah,Kissiwaa Mensah,2005-07-24,GBR,2,Alexander Stadium,Birmingham,GBR,2024-07-21,1118,200_metres,female
7984,791,23.19,-2.6,Nora_Lindahl,Nora Lindahl,2004-09-10,SWE,1f1,Ratinan Stadion,Tampere,FIN,2024-08-25,1130,200_metres,female
7985,791,23.19,-0.2,Adaejah_Hodge,Adaejah Hodge,2006-03-21,IVB,1h3,Estadio Atletico de la VIDENA,Lima,PER,2024-08-29,1116,200_metres,female
7986,818,23.2,1.8,Michaela_Mouton,Michaela Mouton,2005-03-16,USA,1f7,Tom Tellez Track, Houston,USA,2024-03-14,1114,200_metres,female
